LOCALIDAD,BARRIO,Num_Hab,Num_Garaje,Num_baños,Tipo,Estrato,Uso_suelo,Nivel_ruido,Distancia_al_parque,Distancia_cc,Distancia_escula,Distancia_Uni,Distancia_transporte_convecional,Distancia_transmetro,Indicador_seguirdad,Valor_vivienda_millones,Log_Precio,Area
SURORIENTE,LA ALBORAYA,2,1,2,Casa,Bajo,Actividad Residencial,Medio,348.0,363.0,294.0,64.1,245.0,62.0,76.3,170,2.2,86.0
SURORIENTE,LA ALBORAYA,5,1,5,Casa,Bajo,Area de Actividad Institucional,Alto,433.0,62.0,142.0,101.3,12.0,200.0,76.3,320,2.5,180.0
SURORIENTE,REBOLO,3,0,1,Casa,Medio,Actividad Residencial,Bajo,444.0,344.0,87.0,125.5,1595.0,52.0,33.6,170,2.2,140.0
SURORIENTE,REBOLO,2,0,1,Apartamento,Bajo,Actividad Residencial,Bajo,59.0,79.0,184.0,95.4,1753.0,71.0,33.6,138,2.1,55.0
SURORIENTE,LAS NIEVES,5,1,2,Casa,Bajo,Actividad Residencial,Bajo,264.0,365.0,302.0,266.8,1032.0,116.0,65.3,310,2.5,236.0
SURORIENTE,LAS NIEVES,4,0,1,Casa,Medio,Actividad Residencial,Bajo,207.0,430.0,314.0,164.7,991.0,107.0,65.3,290,2.5,290.0
SURORIENTE,LAS NIEVES,3,1,2,Apartamento,Medio,Actividad Residencial,Medio,194.0,373.0,301.0,127.7,847.0,7.0,65.3,220,2.3,86.0
SURORIENTE,LAS NIEVES,2,1,2,Apartamento,Bajo,Actividad Comercial,Medio,466.0,370.0,55.0,288.1,1106.0,50.0,65.3,136,2.1,58.0
SURORIENTE,LAS NIEVES,5,0,2,Casa,Bajo,Actividad Residencial,Alto,176.0,115.0,63.0,349.6,664.0,23.0,65.3,200,2.3,150.0
SURORIENTE,LAS NIEVES,4,1,2,Casa,Bajo,Actividad Residencial,Alto,308.0,380.0,87.0,252.5,1199.0,94.0,65.3,275,2.4,202.0
SURORIENTE,LAS NIEVES,2,1,2,Apartamento,Bajo,Actividad Residencial,Medio,132.0,332.0,20.0,114.4,667.0,11.0,65.3,150,2.2,54.0
SURORIENTE,LAS NIEVES,4,1,3,Casa,Medio,Actividad Residencial,Medio,844.0,457.0,151.0,288.4,848.0,149.0,65.3,440,2.6,221.0
SURORIENTE,LAS NIEVES,3,0,1,Casa,Bajo,Actividad Residencial,Medio,410.0,312.0,267.0,232.1,931.0,124.0,65.3,280,2.4,100.0
RIOMAR,EL GOLF,3,2,4,Apartamento,Alto,Actividad Residencial,Medio,169.0,192.0,171.0,204.6,208.0,74.0,95.2,690,2.8,220.0
RIOMAR,EL GOLF,3,2,4,Apartamento,Alto,Actividad Residencial,Medio,174.0,147.0,72.0,167.1,118.0,119.0,95.2,640,2.8,210.0
RIOMAR,EL GOLF,4,1,5,Apartamento,Alto,Actividad Residencial,Bajo,212.0,128.0,286.0,182.6,131.0,138.0,95.2,1900,3.3,367.0
RIOMAR,EL GOLF,3,2,3,Apartamento,Medio,Actividad Residencial,Medio,66.0,288.0,185.0,169.4,259.0,267.0,95.2,510,2.7,129.0
RIOMAR,EL GOLF,5,3,5,Casa,Alto,Actividad Residencial,Medio,149.0,321.0,87.0,208.2,189.0,187.0,95.2,3500,3.5,800.0
RIOMAR,EL GOLF,3,1,3,Apartamento,Alto,Actividad Residencial,Medio,162.0,202.0,178.0,169.3,215.0,79.0,95.2,500,2.7,194.0
RIOMAR,EL GOLF,3,2,4,Apartamento,Alto,Actividad Residencial,Bajo,121.0,92.0,281.0,135.0,225.0,79.0,95.2,2100,3.3,217.0
RIOMAR,EL GOLF,3,1,4,Apartamento,Alto,Actividad Residencial,Medio,133.0,289.0,129.0,125.5,279.0,213.0,95.2,630,2.8,198.0
RIOMAR,EL GOLF,3,2,4,Casa,Alto,Actividad Residencial,Medio,164.0,166.0,108.0,57.9,161.0,80.0,95.2,2500,3.4,460.0
RIOMAR,EL GOLF,3,3,4,Apartamento,Alto,Actividad Residencial,Medio,84.0,178.0,104.0,46.4,194.0,196.0,95.2,2500,3.4,289.0
RIOMAR,EL GOLF,4,3,7,Casa,Alto,Actividad Residencial,Bajo,109.0,140.0,247.0,160.0,248.0,105.0,95.2,3200,3.5,700.0
RIOMAR,EL GOLF,3,2,3,Casa,Alto,Actividad Residencial,Bajo,28.0,45.0,189.0,74.0,172.0,22.0,95.2,1350,3.1,400.0
RIOMAR,EL GOLF,3,3,4,Apartamento,Alto,Actividad Residencial,Medio,143.0,202.0,96.0,287.0,206.0,114.0,95.2,2000,3.3,360.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,22.0,183.0,124.0,405.5,406.0,35.0,98.8,290,2.5,74.0
RIOMAR,VILLA CAROLINA,3,1,3,Apartamento,Medio,Actividad Residencial,Bajo,122.0,130.0,396.3,637.1,413.0,11.9,98.8,360,2.6,87.0
RIOMAR,VILLA CAROLINA,4,0,3,Casa,Medio,Actividad Residencial,Bajo,108.0,651.0,210.9,396.0,436.0,39.3,98.8,575,2.8,180.0
RIOMAR,VILLA CAROLINA,3,1,1,Apartamento,Medio,Actividad Residencial,Bajo,27.0,113.0,371.8,520.6,567.0,11.6,98.8,330,2.5,75.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Alto,Actividad Residencial,Bajo,119.0,200.0,412.6,641.3,601.0,10.7,98.8,380,2.6,74.0
RIOMAR,VILLA CAROLINA,3,2,3,Apartamento,Alto,Actividad Residencial,Bajo,108.0,503.0,130.7,378.8,154.0,13.0,98.8,900,3.0,17476
RIOMAR,VILLA CAROLINA,3,1,3,Apartamento,Medio,Actividad Residencial,Bajo,34.0,335.0,519.7,796.3,627.0,83.2,98.8,495,2.7,89.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,16.0,267.0,72.8,261.9,341.0,34.4,98.8,300,2.5,72.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,58.0,406.0,12.1,229.3,192.0,4.7,98.8,315,2.5,90.0
RIOMAR,VILLA CAROLINA,2,1,2,Apartamento,Medio,Actividad Residencial,Bajo,41.0,341.0,534.6,807.1,619.0,89.8,98.8,380,2.6,67.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,19.0,137.0,331.0,461.4,594.0,7.8,98.8,285,2.5,72.0
RIOMAR,VILLA CAROLINA,3,0,2,Apartamento,Medio,Actividad Residencial,Bajo,126.0,248.0,231.8,395.3,540.0,24.4,98.8,340,2.5,78.0
RIOMAR,VILLA CAROLINA,4,1,3,Casa,Medio,Actividad Residencial,Bajo,93.0,432.0,170.4,106.4,190.0,15.1,98.8,480,2.7,136.0
RIOMAR,VILLA CAROLINA,3,2,2,Casa,Alto,Actividad Residencial,Bajo,119.0,412.0,102.9,283.9,391.0,9.9,98.8,570,2.8,112.0
RIOMAR,VILLA CAROLINA,4,2,2,Casa,Medio,Actividad Residencial,Bajo,32.0,290.0,221.7,288.4,433.0,28.0,98.8,450,2.7,160.0
RIOMAR,VILLA CAROLINA,3,2,2,Casa,Medio,Actividad Residencial,Bajo,150.0,509.0,59.5,534.7,603.0,4.4,98.8,730,2.9,132.0
RIOMAR,VILLA CAROLINA,5,2,5,Casa,Medio,Actividad Residencial,Bajo,168.0,421.0,91.8,412.5,503.0,23.5,98.8,520,2.7,113.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,97.0,151.0,428.0,659.8,433.0,25.8,98.8,550,2.7,86.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,16.0,326.0,595.5,823.1,518.0,75.3,98.8,490,2.7,83.0
RIOMAR,VILLA CAROLINA,3,0,3,Casa,Medio,Area de Reserva y Proteccion,Bajo,99.0,490.0,87.2,242.6,320.0,2.9,98.8,700,2.8,22772
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,50.0,207.0,102.2,375.2,414.0,19.0,98.8,300,2.5,72.0
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Alto,Actividad Comercial,Bajo,101.0,162.0,380.8,852.6,266.0,5.3,98.8,640,2.8,9277
RIOMAR,VILLA CAROLINA,3,1,2,Apartamento,Medio,Actividad Residencial,Bajo,135.0,121.0,349.0,625.9,404.0,24.1,98.8,350,2.5,72.0
RIOMAR,VILLA CAROLINA,3,1,3,Apartamento,Medio,Actividad Residencial,Bajo,129.0,116.0,310.6,585.2,350.0,11.1,98.8,350,2.5,91.0
RIOMAR,VILLA CAROLINA,3,1,2,Casa,Medio,Actividad Residencial,Bajo,154.0,478.0,126.5,290.3,371.0,24.6,98.8,350,2.5,73.0
RIOMAR,RIOMAR,4,1,5,Casa,Alto,Actividad Residencial,Bajo,272.0,312.7,418.0,281.5,182.0,182.0,92.5,2600,3.4,670.0
RIOMAR,RIOMAR,3,2,3,Casa,Alto,Actividad Residencial,Bajo,246.9,393.7,283.0,259.7,169.0,169.0,92.5,2200,3.3,541.0
RIOMAR,RIOMAR,3,1,3,Apartamento,Alto,Actividad Residencial,Bajo,176.2,383.0,225.0,205.6,162.0,162.0,92.5,330,2.5,107.0
RIOMAR,RIOMAR,3,1,3,Apartamento,Alto,Actividad Residencial,Medio,215.7,218.2,531.0,253.2,213.0,213.0,92.5,700,2.8,300.0
RIOMAR,RIOMAR,4,4,5,Casa,Alto,Actividad Residencial,Medio,268.4,317.9,331.0,312.1,248.0,248.0,92.5,3800,3.6,438.0
RIOMAR,RIOMAR,3,2,3,Apartamento,Alto,Actividad Residencial,Medio,330.3,235.9,410.0,292.2,296.0,296.0,92.5,595,2.8,123.0
RIOMAR,RIOMAR,3,2,3,Apartamento,Alto,Actividad Residencial,Alto,283.7,339.8,241.0,314.7,73.0,73.0,92.5,780,2.9,202.0
RIOMAR,RIOMAR,4,2,5,Casa,Alto,Actividad Residencial,Medio,208.2,231.8,494.0,228.0,159.0,159.0,92.5,5000,3.7,492.0
RIOMAR,RIOMAR,5,1,2,Casa,Alto,Actividad Residencial,Medio,148.5,194.4,353.0,145.8,44.0,44.0,92.5,950,3.0,208.0
RIOMAR,RIOMAR,3,2,4,Apartamento,Alto,Actividad Residencial,Bajo,280.8,323.6,353.0,260.6,133.0,133.0,92.5,650,2.8,196.0
RIOMAR,RIOMAR,4,2,5,Casa,Alto,Actividad Residencial,Bajo,291.5,357.4,319.0,291.7,123.0,123.0,92.5,3100,3.5,740.0
RIOMAR,RIOMAR,3,2,5,Apartamento,Alto,Actividad Residencial,Bajo,218.0,257.3,300.0,189.1,98.0,98.0,92.5,1350,3.1,264.0
RIOMAR,RIOMAR,3,2,3,Apartamento,Alto,Actividad Residencial,Bajo,230.2,267.4,282.0,196.0,100.0,100.0,92.5,520,2.7,157.0
RIOMAR,RIOMAR,3,2,4,Apartamento,Alto,Actividad Residencial,Bajo,174.0,406.2,211.0,189.5,139.0,139.0,92.5,700,2.8,104.0
RIOMAR,RIOMAR,5,2,4,Casa,Alto,Actividad Residencial,Medio,272.6,262.9,351.0,287.2,249.0,249.0,92.5,2100,3.3,546.0
RIOMAR,RIOMAR,3,1,2,Apartamento,Alto,Actividad Comercial,Medio,52.0,433.3,61.0,55.4,33.0,33.0,92.5,360,2.6,125.0
RIOMAR,RIOMAR,3,2,2,Apartamento,Alto,Actividad Comercial,Bajo,41.7,431.9,61.0,60.9,24.0,24.0,92.5,340,2.5,150.0
RIOMAR,RIOMAR,4,3,4,Casa,Alto,Actividad Residencial,Medio,58.5,353.9,154.0,156.3,44.0,44.0,92.5,1000,3.0,270.0
RIOMAR,RIOMAR,4,4,5,Casa,Alto,Actividad Residencial,Medio,302.7,254.9,470.0,326.6,254.0,254.0,92.5,2500,3.4,780.0
RIOMAR,RIOMAR,4,3,5,Casa,Alto,Actividad Residencial,Bajo,244.8,415.7,271.0,246.2,145.0,145.0,92.5,4200,3.6,600.0
RIOMAR,RIOMAR,3,1,3,Apartamento,Alto,Actividad Residencial,Bajo,180.6,226.3,358.0,174.6,76.0,76.0,92.5,750,2.9,210.0
RIOMAR,RIOMAR,3,2,4,Apartamento,Alto,Area de Actividad Institucional,Alto,129.1,228.3,219.0,83.3,58.0,58.0,92.5,1830,3.3,200.0
RIOMAR,RIOMAR,3,2,5,Apartamento,Alto,Area de Actividad Institucional,Medio,141.1,219.6,231.0,96.2,67.0,67.0,92.5,1290,3.1,169.0
RIOMAR,RIOMAR,3,1,2,Apartamento,Alto,Actividad Residencial,Medio,215.9,217.0,433.0,298.5,192.0,192.0,92.5,1000,3.0,182.0
RIOMAR,RIOMAR,3,2,3,Apartamento,Alto,Area de Actividad Institucional,Medio,136.5,153.0,291.0,176.3,95.0,95.0,92.5,1194,3.1,131.0
NTE-CTO HIST,EL RECREO,4,1,3,Casa,Medio,Actividad Residencial,Medio,353.5,356.5,123.1,231.0,37.8,0.1,68.7,690,2.8,420.0
NTE-CTO HIST,EL RECREO,4,2,3,Casa,Medio,Actividad Residencial,Medio,14.5,163.4,90.6,345.7,331.7,234.6,68.7,600,2.8,310.0
NTE-CTO HIST,CIUDAD JARDIN,10,3,4,Casa,Alto,Area de Actividad Institucional,Medio,412.3,67.3,33.7,85.7,29.8,25.0,77.5,2900,3.5,700.0
NTE-CTO HIST,EL PRADO,10,2,9,Casa,Alto,SECTOR NORMATIVO 3,Medio,280.3,89.9,90.6,350.2,92.9,30.2,69.3,1600,3.2,616.0
NTE-CTO HIST,CENTRO,4,0,1,Casa,Alto,Actividad Central,Alto,376.7,74.7,14.0,119.6,25.8,3.7,31.5,800,2.9,246.0
NTE-CTO HIST,CENTRO,No especificado,No especificado,No especificado,Casa,Medio,Actividad Central,Alto,45.8,127.6,107.8,127.6,70.4,3.7,31.5,930,3.0,741.0
NTE-CTO HIST,CENTRO,No especificado,0,1,Casa,Medio,Actividad Central,Alto,69.2,65.9,63.7,65.9,0.2,1.2,31.5,320,2.5,272.0
NTE-CTO HIST,CENTRO,1,0,2,Casa,Alto,Actividad Central,Alto,73.6,210.7,92.2,265.9,178.2,63.5,31.5,371,2.6,148.0
NTE-CTO HIST,CENTRO,4,1,2,Casa,Medio,Actividad Central,Alto,344.5,28.2,12.6,179.2,382.4,53.2,31.5,8000,3.9,1455.0
NTE-CTO HIST,CENTRO,7,0,9,Casa,Alto,Actividad Central,Alto,445.5,99.9,60.2,360.1,552.0,1.0,31.5,2500,3.4,736.0
NTE-CTO HIST,CENTRO,No especificado,No especificado,No especificado,Casa,Medio,Actividad Central,Alto,235.5,74.0,45.9,134.5,0.6,44.0,31.5,1500,3.2,650.0
NTE-CTO HIST,CENTRO,3,2,3,Casa,Medio,Actividad Central,Alto,25.6,107.3,70.7,164.9,171.2,1.6,31.5,400,2.6,109.0
NTE-CTO HIST,CENTRO,No especificado,No especificado,No especificado,Casa,Medio,Actividad Central,Alto,410.4,23.8,13.6,289.1,198.8,5.7,31.5,2800,3.4,560.0
NTE-CTO HIST,CENTRO,4,1,1,Casa,Bajo,Actividad Comercial,Alto,135.5,244.6,64.8,266.1,116.2,8.9,31.5,400,2.6,398.0
NTE-CTO HIST,CENTRO,3,0,3,Casa,Medio,Actividad Central,Alto,77.9,215.2,174.9,89.8,56.7,145.9,31.5,645,2.8,168.0
NTE-CTO HIST,CENTRO,12,3,10,Casa,Medio,Actividad Central,Alto,284.5,143.8,3.0,137.6,269.4,0.1,31.5,2200,3.3,760.0
NTE-CTO HIST,CENTRO,6,0,6,Casa,Alto,Actividad Central,Alto,764.9,97.3,60.3,130.1,340.3,56.8,31.5,3000,3.5,636.0
NTE-CTO HIST,CIUDAD JARDIN,3,1,3,Casa,Medio,Actividad Residencial,Medio,83.8,230.7,242.1,94.3,336.6,181.8,77.5,515,2.7,125.0
NTE-CTO HIST,LA CUMBRE,5,3,5,Casa,Alto,Actividad Residencial,Medio,118.6,112.5,366.6,222.6,110.4,105.1,88.6,1200,3.1,516.0
NTE-CTO HIST,CIUDAD JARDIN,4,3,5,Casa,Medio,Actividad Residencial,Medio,366.9,262.0,106.3,223.7,249.5,98.7,77.5,1050,3.0,500.0
NTE-CTO HIST,EL PRADO,6,0,4,Casa,Medio,SECTOR NORMATIVO 3,Medio,159.3,112.4,180.4,93.0,153.5,47.8,69.3,580,2.8,225.0
NTE-CTO HIST,CIUDAD JARDIN,3,1,5,Casa,Medio,Actividad Residencial,Medio,178.3,252.1,263.9,172.5,546.5,132.5,77.5,427,2.6,145.0
NTE-CTO HIST,EL PRADO,4,2,4,Casa,Medio,SECTOR NORMATIVO 2,Medio,216.6,114.5,311.7,96.4,216.6,0.2,69.3,780,2.9,170.0
NTE-CTO HIST,BOSTON,4,1,4,Casa,Medio,Actividad Residencial,Alto,237.4,99.5,46.1,115.1,358.9,7.9,67.2,550,2.7,260.0
NTE-CTO HIST,EL PRADO,5,3,5,Casa,Alto,SECTOR NORMATIVO 4,Medio,472.5,75.0,63.2,88.8,142.6,29.6,69.3,1000,3.0,409.0
NTE-CTO HIST,BUENAVISTA,4,1,5,Casa,Alto,Actividad Residencial,Bajo,157.3,451.4,458.7,286.7,78.0,74.7,86.8,1300,3.1,208.0
NTE-CTO HIST,BUENAVISTA,4,0,5,Casa,Alto,Actividad Residencial,Bajo,87.2,280.5,308.0,456.0,69.9,67.0,86.8,2500,3.4,395.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,202.5,389.4,396.0,196.6,73.6,67.5,86.8,1370,3.1,250.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,404.8,292.3,315.5,151.9,213.6,128.6,86.8,1320,3.1,223.2
NTE-CTO HIST,BUENAVISTA,3,2,3,Casa,Alto,Actividad Residencial,Bajo,193.6,383.6,389.3,189.3,58.3,52.3,86.8,1250,3.1,220.0
NTE-CTO HIST,BUENAVISTA,3,2,3,Casa,Alto,Area de Reserva y Proteccion,Bajo,202.2,359.0,379.9,276.9,201.8,0.8,86.8,950,3.0,169.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,257.4,408.7,419.1,227.8,141.0,135.0,86.8,1450,3.2,300.0
NTE-CTO HIST,BUENAVISTA,4,2,5,Casa,Alto,Actividad Residencial,Bajo,172.1,404.2,409.1,208.9,51.7,45.5,86.8,2600,3.4,263.0
NTE-CTO HIST,BUENAVISTA,3,3,3,Casa,Alto,Actividad Residencial,Bajo,175.1,431.7,437.5,237.5,74.6,69.2,86.8,1180,3.1,325.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,425.1,460.1,429.5,378.3,332.1,26.3,86.8,1450,3.2,212.0
NTE-CTO HIST,BUENAVISTA,3,2,3,Casa,Alto,Actividad Residencial,Bajo,361.0,386.5,356.0,434.3,354.4,1.7,86.8,1250,3.1,250.0
NTE-CTO HIST,BUENAVISTA,3,3,3,Casa,Alto,Actividad Residencial,Bajo,191.7,339.6,304.6,437.1,174.6,171.8,86.8,1800,3.3,437.0
NTE-CTO HIST,BUENAVISTA,4,3,5,Casa,Alto,Actividad Residencial,Bajo,361.8,252.4,277.3,102.5,185.2,57.8,86.8,1360,3.1,223.2
NTE-CTO HIST,BUENAVISTA,4,2,4,Casa,Alto,Actividad Residencial,Bajo,378.5,224.1,248.9,74.3,156.8,51.4,86.8,1400,3.1,235.0
NTE-CTO HIST,BUENAVISTA,5,2,5,Casa,Alto,Actividad Residencial,Bajo,214.2,348.1,303.1,442.1,198.1,154.4,86.8,2300,3.4,396.0
NTE-CTO HIST,BUENAVISTA,4,3,4,Casa,Alto,Espacio Publico,Bajo,402.1,362.1,380.1,239.5,219.5,142.4,86.8,1250,3.1,327.0
NTE-CTO HIST,BUENAVISTA,4,1,3,Casa,Alto,Espacio Publico,Bajo,289.1,422.5,397.8,357.0,230.7,112.2,86.8,650,2.8,180.0
NTE-CTO HIST,BUENAVISTA,3,2,3,Casa,Alto,Espacio Publico,Bajo,441.2,282.0,303.4,157.6,186.9,162.4,86.8,1350,3.1,230.0
NTE-CTO HIST,BUENAVISTA,4,2,5,Casa,Alto,Actividad Residencial,Bajo,139.2,454.7,458.9,258.9,49.2,45.1,86.8,1400,3.1,273.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,257.4,195.5,85.8,274.4,150.7,150.3,86.8,700,2.8,222.0
NTE-CTO HIST,BUENAVISTA,3,2,3,Casa,Alto,Actividad Central,Bajo,154.4,400.2,421.9,306.6,249.7,42.9,86.8,1300,3.1,180.0
NTE-CTO HIST,BUENAVISTA,4,3,5,Casa,Alto,Actividad Residencial,Bajo,156.2,461.0,466.2,266.1,69.8,65.7,86.8,2750,3.4,296.0
NTE-CTO HIST,BUENAVISTA,4,1,5,Casa,Alto,Actividad Residencial,Bajo,109.7,247.8,259.3,496.6,94.0,90.1,86.8,1500,3.2,504.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,300.0,363.4,388.6,213.3,296.8,63.0,86.8,1300,3.1,250.0
NTE-CTO HIST,BUENAVISTA,3,2,4,Casa,Alto,Actividad Residencial,Bajo,255.7,361.6,387.0,214.6,290.1,13.7,86.8,1400,3.1,223.0