ID,Met,Norte,Rio,Sor,Socc,Valor de vivienda,Area,Habitaciones,Garajes,Baños,Casa,Apartamento,E_Bajo,E_Medio,E_Alto,D_Parques,D_salud,D_Comercios,D_Centros educativos,D_Transmetro ,D_Bus,R_Bajo,R_Medio,R_Alto,S_Bajo,S_Medio,S_Alto,Residencial,Comercial,Institucional,Otros,Densidad
124,0,0,0,1,0,138,55,2,0,1,0,1,1,0,0,59.00,79.00,184.00,95.40,1.753.00,71.00,1,0,0,0,1,0,1,0,0,0,0.05
125,0,0,0,1,0,310,236,5,1,2,1,0,1,0,0,264.00,365.00,302.00,266.80,1.032.00,116.00,1,0,0,0,1,0,1,0,0,0,0.03
126,0,0,0,1,0,290,290,4,0,1,1,0,0,1,0,207.00,430.00,314.00,164.70,991.00,107.00,1,0,0,0,1,0,1,0,0,0,0.02
127,0,0,0,1,0,220,86,3,1,2,0,1,0,1,0,194.00,373.00,301.00,127.70,847.00,7.00,0,1,0,0,1,0,1,0,0,0,0.02
128,0,0,0,1,0,136,58,2,1,2,0,1,1,0,0,466.00,370.00,55.00,288.10,1.106.00,50.00,0,1,0,0,1,0,0,1,0,0,0.05
129,0,0,0,1,0,200,150,5,0,2,1,0,1,0,0,176.00,115.00,63.00,349.60,664.00,23.00,0,0,1,0,1,0,1,0,0,0,0.02
130,0,0,0,1,0,275,202,4,1,2,1,0,1,0,0,308.00,380.00,87.00,252.50,1.199.00,94.00,0,0,1,0,1,0,1,0,0,0,0.06
131,0,0,0,1,0,150,54,2,1,2,0,1,1,0,0,132.00,332.00,20.00,114.40,667.00,11.00,0,1,0,0,1,0,1,0,0,0,0.03
132,0,0,0,1,0,440,221,4,1,3,1,0,0,1,0,844.00,457.00,151.00,288.40,848.00,149.00,0,1,0,0,1,0,1,0,0,0,0.04
133,0,0,0,1,0,280,100,3,0,1,1,0,1,0,0,410.00,312.00,267.00,232.10,931.00,124.00,0,1,0,0,1,0,1,0,0,0,0.03
134,0,0,1,0,0,690,220,3,2,4,0,1,0,0,1,169.00,192.00,171.00,204.60,208.00,74.00,0,1,0,0,0,1,1,0,0,0,0.00
135,0,0,1,0,0,640,210,3,2,4,0,1,0,0,1,174.00,147.00,72.00,167.10,118.00,119.00,0,1,0,0,0,1,1,0,0,0,0.02
136,0,0,1,0,0,1900,367,4,1,5,0,1,0,0,1,212.00,128.00,286.00,182.60,131.00,138.00,1,0,0,0,0,1,1,0,0,0,0.02
137,0,0,1,0,0,510,129,3,2,3,0,1,0,1,0,66.00,288.00,185.00,169.40,259.00,267.00,0,1,0,0,0,1,1,0,0,0,0.02
138,0,0,1,0,0,3500,800,5,3,5,1,0,0,0,1,149.00,321.00,87.00,208.20,189.00,187.00,0,1,0,0,0,1,1,0,0,0,0.01
139,0,0,1,0,0,500,194,3,1,3,0,1,0,0,1,162.00,202.00,178.00,169.30,215.00,79.00,0,1,0,0,0,1,1,0,0,0,0.00
140,0,0,1,0,0,2100,217,3,2,4,0,1,0,0,1,121.00,92.00,281.00,135.00,225.00,79.00,1,0,0,0,0,1,1,0,0,0,0.00
141,0,0,1,0,0,630,198,3,1,4,0,1,0,0,1,133.00,289.00,129.00,125.50,279.00,213.00,0,1,0,0,0,1,1,0,0,0,0.02
142,0,0,1,0,0,2500,460,3,2,4,1,0,0,0,1,164.00,166.00,108.00,57.90,161.00,80.00,0,1,0,0,0,1,1,0,0,0,0.01
143,0,0,1,0,0,2500,289,3,3,4,0,1,0,0,1,84.00,178.00,104.00,46.40,194.00,196.00,0,1,0,0,0,1,1,0,0,0,0.02
144,0,0,1,0,0,3200,700,4,3,7,1,0,0,0,1,109.00,140.00,247.00,160.00,248.00,105.00,1,0,0,0,0,1,1,0,0,0,0.01
145,0,0,1,0,0,1350,400,3,2,3,1,0,0,0,1,28.00,45.00,189.00,74.00,172.00,22.00,1,0,0,0,0,1,1,0,0,0,0.00
146,0,0,1,0,0,2000,360,3,3,4,0,1,0,0,1,143.00,202.00,96.00,287.00,206.00,114.00,0,1,0,0,0,1,1,0,0,0,0.00
147,0,0,1,0,0,290,74,3,1,2,0,1,0,1,0,22.00,183.00,124.00,405.50,406.00,35.00,1,0,0,0,0,1,1,0,0,0,0.07
148,0,0,1,0,0,360,87,3,1,3,0,1,0,1,0,122.00,130.00,396.30,637.10,413.00,11.90,1,0,0,0,0,1,1,0,0,0,0.04
149,0,0,1,0,0,575,180,4,0,3,1,0,0,1,0,108.00,651.00,210.90,396.00,436.00,39.30,1,0,0,0,0,1,1,0,0,0,0.02
150,0,0,1,0,0,330,75,3,1,1,0,1,0,1,0,27.00,113.00,371.80,520.60,567.00,11.60,1,0,0,0,0,1,1,0,0,0,0.04
151,0,0,1,0,0,380,74,3,1,2,0,1,0,0,1,119.00,200.00,412.60,641.30,601.00,10.70,1,0,0,0,0,1,1,0,0,0,0.04
152,0,0,1,0,0,900,174.76,3,2,3,0,1,0,0,1,108.00,503.00,130.70,378.80,154.00,13.00,1,0,0,0,0,1,1,0,0,0,0.02
153,0,0,1,0,0,495,89,3,1,3,0,1,0,1,0,34.00,335.00,519.70,796.30,627.00,83.20,1,0,0,0,0,1,1,0,0,0,0.00
154,0,0,1,0,0,300,72,3,1,2,0,1,0,1,0,16.00,267.00,72.80,261.90,341.00,34.40,1,0,0,0,0,1,1,0,0,0,0.02
155,0,0,1,0,0,315,90,3,1,2,0,1,0,1,0,58.00,406.00,12.10,229.30,192.00,4.70,1,0,0,0,0,1,1,0,0,0,0.03
156,0,0,1,0,0,380,67,2,1,2,0,1,0,1,0,41.00,341.00,534.60,807.10,619.00,89.80,1,0,0,0,0,1,1,0,0,0,0.00
157,0,0,1,0,0,285,72,3,1,2,0,1,0,1,0,19.00,137.00,331.00,461.40,594.00,7.80,1,0,0,0,0,1,1,0,0,0,0.07
158,0,0,1,0,0,340,78,3,0,2,0,1,0,1,0,126.00,248.00,231.80,395.30,540.00,24.40,1,0,0,0,0,1,1,0,0,0,0.06
159,0,0,1,0,0,480,136,4,1,3,1,0,0,1,0,93.00,432.00,170.40,106.40,190.00,15.10,1,0,0,0,0,1,1,0,0,0,0.02
160,0,0,1,0,0,570,112,3,2,2,1,0,0,0,1,119.00,412.00,102.90,283.90,391.00,9.90,1,0,0,0,0,1,1,0,0,0,0.03
161,0,0,1,0,0,450,160,4,2,2,1,0,0,1,0,32.00,290.00,221.70,288.40,433.00,28.00,1,0,0,0,0,1,1,0,0,0,0.03
162,0,0,1,0,0,730,132,3,2,2,1,0,0,1,0,150.00,509.00,59.50,534.70,603.00,4.40,1,0,0,0,0,1,1,0,0,0,0.03
163,0,0,1,0,0,520,113,5,2,5,1,0,0,1,0,168.00,421.00,91.80,412.50,503.00,23.50,1,0,0,0,0,1,1,0,0,0,0.03
164,0,0,1,0,0,550,86,3,1,2,0,1,0,1,0,97.00,151.00,428.00,659.80,433.00,25.80,1,0,0,0,0,1,1,0,0,0,0.04
165,0,0,1,0,0,490,83,3,1,2,0,1,0,1,0,16.00,326.00,595.50,823.10,518.00,75.30,1,0,0,0,0,1,1,0,0,0,0.00
166,0,0,1,0,0,700,227.72,3,0,3,1,0,0,1,0,99.00,490.00,87.20,242.60,320.00,2.90,1,0,0,0,0,1,0,0,0,1,0.06
167,0,0,1,0,0,300,72,3,1,2,0,1,0,1,0,50.00,207.00,102.20,375.20,414.00,19.00,1,0,0,0,0,1,1,0,0,0,0.07
168,0,0,1,0,0,640,92.77,3,1,2,0,1,0,0,1,101.00,162.00,380.80,852.60,266.00,5.30,1,0,0,0,0,1,0,1,0,0,0.01
169,0,0,1,0,0,350,72,3,1,2,0,1,0,1,0,135.00,121.00,349.00,625.90,404.00,24.10,1,0,0,0,0,1,1,0,0,0,0.04
170,0,0,1,0,0,350,91,3,1,3,0,1,0,1,0,129.00,116.00,310.60,585.20,350.00,11.10,1,0,0,0,0,1,1,0,0,0,0.03
171,0,0,1,0,0,350,73,3,1,2,1,0,0,1,0,154.00,478.00,126.50,290.30,371.00,24.60,1,0,0,0,0,1,1,0,0,0,0.06
172,0,0,1,0,0,2600,670,4,1,5,1,0,0,0,1,272.00,312.70,418.00,281.50,182.00,182.00,1,0,0,0,0,1,1,0,0,0,0.00
173,0,0,1,0,0,2200,541,3,2,3,1,0,0,0,1,246.90,393.70,283.00,259.70,169.00,169.00,1,0,0,0,0,1,1,0,0,0,0.01
174,0,0,1,0,0,330,107,3,1,3,0,1,0,0,1,176.20,383.00,225.00,205.60,162.00,162.00,1,0,0,0,0,1,1,0,0,0,0.01
175,0,0,1,0,0,700,300,3,1,3,0,1,0,0,1,215.70,218.20,531.00,253.20,213.00,213.00,0,1,0,0,0,1,1,0,0,0,0.00
176,0,0,1,0,0,3800,438,4,4,5,1,0,0,0,1,268.40,317.90,331.00,312.10,248.00,248.00,0,1,0,0,0,1,1,0,0,0,0.01
177,0,0,1,0,0,595,123,3,2,3,0,1,0,0,1,330.30,235.90,410.00,292.20,296.00,296.00,0,1,0,0,0,1,1,0,0,0,0.01
178,0,0,1,0,0,780,202,3,2,3,0,1,0,0,1,283.70,339.80,241.00,314.70,73.00,73.00,0,0,1,0,0,1,1,0,0,0,0.02
179,0,0,1,0,0,5000,492,4,2,5,1,0,0,0,1,208.20,231.80,494.00,228.00,159.00,159.00,0,1,0,0,0,1,1,0,0,0,0.00
180,0,0,1,0,0,950,208,5,1,2,1,0,0,0,1,148.50,194.40,353.00,145.80,44.00,44.00,0,1,0,0,0,1,1,0,0,0,0.01
181,0,0,1,0,0,650,196,3,2,4,0,1,0,0,1,280.80,323.60,353.00,260.60,133.00,133.00,1,0,0,0,0,1,1,0,0,0,0.01
182,0,0,1,0,0,3100,740,4,2,5,1,0,0,0,1,291.50,357.40,319.00,291.70,123.00,123.00,1,0,0,0,0,1,1,0,0,0,0.01
183,0,0,1,0,0,1350,264,3,2,5,0,1,0,0,1,218.00,257.30,300.00,189.10,98.00,98.00,1,0,0,0,0,1,1,0,0,0,0.01
184,0,0,1,0,0,520,157,3,2,3,0,1,0,0,1,230.20,267.40,282.00,196.00,100.00,100.00,1,0,0,0,0,1,1,0,0,0,0.01
185,0,0,1,0,0,700,104,3,2,4,0,1,0,0,1,174.00,406.20,211.00,189.50,139.00,139.00,1,0,0,0,0,1,1,0,0,0,0.01
186,0,0,1,0,0,2100,546,5,2,4,1,0,0,0,1,272.60,262.90,351.00,287.20,249.00,249.00,0,1,0,0,0,1,1,0,0,0,0.01
187,0,0,1,0,0,360,125,3,1,2,0,1,0,0,1,52.00,433.30,61.00,55.40,33.00,33.00,0,1,0,0,0,1,0,1,0,0,0.02
188,0,0,1,0,0,340,150,3,2,2,0,1,0,0,1,41.70,431.90,61.00,60.90,24.00,24.00,1,0,0,0,0,1,0,1,0,0,0.02
189,0,0,1,0,0,1000,270,4,3,4,1,0,0,0,1,58.50,353.90,154.00,156.30,44.00,44.00,0,1,0,0,0,1,1,0,0,0,0.01
190,0,0,1,0,0,2500,780,4,4,5,1,0,0,0,1,302.70,254.90,470.00,326.60,254.00,254.00,0,1,0,0,0,1,1,0,0,0,0.01
191,0,0,1,0,0,4200,600,4,3,5,1,0,0,0,1,244.80,415.70,271.00,246.20,145.00,145.00,1,0,0,0,0,1,1,0,0,0,0.01
192,0,0,1,0,0,750,210,3,1,3,0,1,0,0,1,180.60,226.30,358.00,174.60,76.00,76.00,1,0,0,0,0,1,1,0,0,0,0.01
193,0,0,1,0,0,1830,200,3,2,4,0,1,0,0,1,129.10,228.30,219.00,83.30,58.00,58.00,0,0,1,0,0,1,0,0,1,0,0.00
194,0,0,1,0,0,1290,169,3,2,5,0,1,0,0,1,141.10,219.60,231.00,96.20,67.00,67.00,0,1,0,0,0,1,0,0,1,0,0.00
195,0,0,1,0,0,1000,182,3,1,2,0,1,0,0,1,215.90,217.00,433.00,298.50,192.00,192.00,0,1,0,0,0,1,1,0,0,0,0.01
196,0,0,1,0,0,1194,131,3,2,3,0,1,0,0,1,136.50,153.00,291.00,176.30,95.00,95.00,0,1,0,0,0,1,0,0,1,0,0.00
197,0,1,0,0,0,690,420,4,1,3,1,0,0,1,0,353.49,356.48,123.07,231.02,37.78,0.06,0,1,0,0,0,1,1,0,0,0,0.01
198,0,1,0,0,0,600,310,4,2,3,1,0,0,1,0,14.47,163.39,90.64,345.72,331.67,234.57,0,1,0,0,0,1,1,0,0,0,0.02
199,0,1,0,0,0,2900,700,10,3,4,1,0,0,0,1,412.30,67.28,33.74,85.75,29.77,25.05,0,1,0,0,0,1,0,0,1,0,0.00
200,0,1,0,0,0,1600,616,10,2,9,1,0,0,0,1,280.32,89.86,90.63,350.18,92.91,30.20,0,1,0,0,0,1,0,0,0,1,0.00
201,0,1,0,0,0,800,246,4,0,1,1,0,0,0,1,376.71,74.72,14.03,119.61,25.78,3.71,0,0,1,1,0,0,0,1,0,0,0.00
202,0,1,0,0,0,930,741,4,1,2,1,0,0,1,0,45.75,127.65,107.84,127.65,70.44,3.67,0,0,1,1,0,0,0,1,0,0,0.01
203,0,1,0,0,0,320,272,4,0,1,1,0,0,1,0,69.20,65.85,63.67,65.85,0.18,1.18,0,0,1,1,0,0,0,1,0,0,0.01
204,0,1,0,0,0,371,148,1,0,2,1,0,0,0,1,73.58,210.69,92.19,265.93,178.20,63.50,0,0,1,1,0,0,0,1,0,0,0.00
205,0,1,0,0,0,8000,1455,4,1,2,1,0,0,1,0,344.49,28.21,12.57,179.19,382.43,53.21,0,0,1,1,0,0,0,1,0,0,0.00
206,0,1,0,0,0,2500,736,7,0,9,1,0,0,0,1,445.47,99.94,60.16,360.11,551.96,1.05,0,0,1,1,0,0,0,1,0,0,0.00
207,0,1,0,0,0,1500,650,4,1,2,1,0,0,1,0,235.49,73.98,45.92,134.49,0.61,44.00,0,0,1,1,0,0,0,1,0,0,0.01
208,0,1,0,0,0,400,109,3,2,3,1,0,0,1,0,25.61,107.27,70.70,164.88,171.22,1.58,0,0,1,1,0,0,0,1,0,0,0.00
209,0,1,0,0,0,2800,560,4,1,2,1,0,0,1,0,410.36,23.82,13.61,289.09,198.76,5.71,0,0,1,1,0,0,0,1,0,0,0.00
210,0,1,0,0,0,400,398,4,1,1,1,0,1,0,0,135.53,244.61,64.76,266.10,116.21,8.94,0,0,1,1,0,0,0,1,0,0,0.01
211,0,1,0,0,0,645,168,3,0,3,1,0,0,1,0,77.94,215.20,174.90,89.80,56.70,145.89,0,0,1,1,0,0,0,1,0,0,0.00
212,0,1,0,0,0,2200,760,12,3,10,1,0,0,1,0,284.49,143.80,2.99,137.63,269.40,0.11,0,0,1,1,0,0,0,1,0,0,0.00
213,0,1,0,0,0,3000,636,6,0,6,1,0,0,0,1,764.86,97.29,60.30,130.13,340.32,56.82,0,0,1,1,0,0,0,1,0,0,0.01
214,0,1,0,0,0,515,125,3,1,3,1,0,0,1,0,83.83,230.70,242.10,94.27,336.59,181.80,0,1,0,0,0,1,1,0,0,0,0.02
215,0,1,0,0,0,1200,516,5,3,5,1,0,0,0,1,118.60,112.51,366.57,222.58,110.40,105.07,0,1,0,0,0,1,1,0,0,0,0.02
216,0,1,0,0,0,1050,500,4,3,5,1,0,0,1,0,366.92,262.05,106.32,223.74,249.53,98.68,0,1,0,0,0,1,1,0,0,0,0.02
217,0,1,0,0,0,580,225,6,0,4,1,0,0,1,0,159.27,112.43,180.42,92.95,153.46,47.77,0,1,0,0,0,1,0,0,0,1,0.01
218,0,1,0,0,0,427,145,3,1,5,1,0,0,1,0,178.34,252.12,263.90,172.48,546.46,132.51,0,1,0,0,0,1,1,0,0,0,0.01
219,0,1,0,0,0,780,170,4,2,4,1,0,0,1,0,216.59,114.53,311.71,96.37,216.56,0.16,0,1,0,0,0,1,0,0,0,1,0.00
220,0,1,0,0,0,550,260,4,1,4,1,0,0,1,0,237.39,99.50,46.08,115.14,358.86,7.86,0,0,1,0,0,1,1,0,0,0,0.03
221,0,1,0,0,0,1000,409,5,3,5,1,0,0,0,1,472.46,75.00,63.16,88.77,142.63,29.63,0,1,0,0,0,1,0,0,0,1,0.01
222,0,1,0,0,0,1300,208,4,1,5,1,0,0,0,1,157.31,451.39,458.73,286.70,78.02,74.70,1,0,0,0,0,1,1,0,0,0,0.01
223,0,1,0,0,0,2500,395,4,0,5,1,0,0,0,1,87.16,280.55,308.01,456.00,69.85,67.03,1,0,0,0,0,1,1,0,0,0,0.01
224,0,1,0,0,0,1370,250,3,2,4,1,0,0,0,1,202.54,389.44,396.01,196.58,73.57,67.50,1,0,0,0,0,1,1,0,0,0,0.01
225,0,1,0,0,0,1320,223,3,2,4,1,0,0,0,1,404.83,292.28,315.52,151.89,213.65,128.63,1,0,0,0,0,1,1,0,0,0,0.01
226,0,1,0,0,0,1250,220,3,2,3,1,0,0,0,1,193.60,383.63,389.32,189.27,58.33,52.27,1,0,0,0,0,1,1,0,0,0,0.01
227,0,1,0,0,0,950,169,3,2,3,1,0,0,0,1,202.18,359.00,379.87,276.89,201.79,0.77,1,0,0,0,0,1,0,0,0,1,0.00
228,0,1,0,0,0,1450,300,3,2,4,1,0,0,0,1,257.41,408.74,419.14,227.82,141.03,135.00,1,0,0,0,0,1,1,0,0,0,0.00
229,0,1,0,0,0,2600,263,4,2,5,1,0,0,0,1,172.08,404.17,409.06,208.89,51.71,45.50,1,0,0,0,0,1,1,0,0,0,0.01
230,0,1,0,0,0,1180,325,3,3,3,1,0,0,0,1,175.12,431.67,437.55,237.53,74.63,69.20,1,0,0,0,0,1,1,0,0,0,0.01
231,0,1,0,0,0,1450,212,3,2,4,1,0,0,0,1,425.12,460.05,429.48,378.29,332.07,26.29,1,0,0,0,0,1,1,0,0,0,0.01
232,0,1,0,0,0,1250,250,3,2,3,1,0,0,0,1,360.96,386.48,355.97,434.26,354.44,1.71,1,0,0,0,0,1,1,0,0,0,0.01
233,0,1,0,0,0,1800,437,3,3,3,1,0,0,0,1,191.72,339.57,304.60,437.14,174.60,171.77,1,0,0,0,0,1,1,0,0,0,0.00
234,0,1,0,0,0,1360,223,4,3,5,1,0,0,0,1,361.77,252.42,277.32,102.51,185.21,57.79,1,0,0,0,0,1,1,0,0,0,0.01
235,0,1,0,0,0,1400,235,4,2,4,1,0,0,0,1,378.53,224.06,248.92,74.33,156.78,51.39,1,0,0,0,0,1,1,0,0,0,0.01
236,0,1,0,0,0,2300,396,5,2,5,1,0,0,0,1,214.20,348.05,303.11,442.09,198.14,154.45,1,0,0,0,0,1,1,0,0,0,0.00
237,0,1,0,0,0,1250,327,4,3,4,1,0,0,0,1,402.13,362.05,380.10,239.52,219.50,142.38,1,0,0,0,0,1,0,0,0,1,0.01
238,0,1,0,0,0,650,180,4,1,3,1,0,0,0,1,289.07,422.54,397.76,357.02,230.65,112.20,1,0,0,0,0,1,0,0,0,1,0.00
239,0,1,0,0,0,1350,230,3,2,3,1,0,0,0,1,441.20,282.05,303.37,157.64,186.88,162.42,1,0,0,0,0,1,0,0,0,1,0.01
240,0,1,0,0,0,1400,273,4,2,5,1,0,0,0,1,139.20,454.67,458.85,258.94,49.24,45.07,1,0,0,0,0,1,1,0,0,0,0.01
241,0,1,0,0,0,700,222,3,2,4,1,0,0,0,1,257.38,195.50,85.83,274.41,150.69,150.29,1,0,0,0,0,1,1,0,0,0,0.02
242,0,1,0,0,0,1300,180,3,2,3,1,0,0,0,1,154.37,400.20,421.93,306.55,249.67,42.90,1,0,0,0,0,1,0,1,0,0,0.01
243,0,1,0,0,0,2750,296,4,3,5,1,0,0,0,1,156.22,461.00,466.25,266.07,69.79,65.73,1,0,0,0,0,1,1,0,0,0,0.01
244,0,1,0,0,0,1500,504,4,1,5,1,0,0,0,1,109.70,247.84,259.26,496.56,94.00,90.07,1,0,0,0,0,1,1,0,0,0,0.01
245,0,1,0,0,0,1300,250,3,2,4,1,0,0,0,1,300.03,363.43,388.56,213.35,296.75,62.97,1,0,0,0,0,1,1,0,0,0,0.01
246,0,1,0,0,0,1400,223,3,2,4,1,0,0,0,1,255.66,361.61,387.02,214.59,290.09,13.75,1,0,0,0,0,1,1,0,0,0,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,